state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls
3,94,408,0,0,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4
36,101,408,0,0,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3
20,165,415,0,1,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3
43,88,510,0,0,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3
26,157,408,0,0,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2
28,51,510,0,0,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0
32,105,415,0,0,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1
3,137,415,0,0,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8.0,7,2.16,2
36,112,415,0,0,0,166.0,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0
40,212,415,0,0,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2
38,61,408,0,1,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0
25,69,510,0,1,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0
37,110,408,0,0,0,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,4,3.16,2
36,155,408,0,1,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1
23,57,415,0,0,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2
45,138,415,0,0,0,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3
9,148,510,1,0,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2
50,161,415,1,0,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1
48,85,415,0,0,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1
23,139,510,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5
6,37,408,0,0,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3
42,112,415,0,0,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3
30,119,408,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3
23,179,415,0,0,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1
24,160,415,0,0,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2
35,100,510,0,0,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0
5,60,408,0,0,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3
32,119,510,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2
34,116,510,0,0,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2
41,122,415,1,1,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1
26,100,415,0,0,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1
1,82,408,0,0,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1
33,148,415,0,0,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2
23,90,408,0,0,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1
20,176,408,0,0,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1
10,75,415,0,0,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1
39,123,415,0,1,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0
10,57,408,1,1,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2
8,103,415,0,1,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,1
18,75,510,1,0,0,153.2,78,26.04,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1
35,164,510,0,1,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3
24,132,408,0,0,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1
29,67,510,0,1,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1
33,143,408,0,0,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1
5,55,408,0,1,25,165.6,123,28.15,136.1,95,11.57,175.7,90,7.91,11.0,2,2.97,3
36,160,408,0,0,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1
26,80,415,0,0,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3
15,68,510,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2
34,98,408,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1
38,28,415,0,0,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3
2,74,510,0,0,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3
36,52,408,0,0,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2
35,73,415,0,0,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4
35,84,408,0,0,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2
19,145,415,0,0,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1
11,155,415,1,1,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1
34,87,415,0,0,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0
42,74,415,0,1,25,234.4,113,39.85,265.9,82,22.6,241.4,77,10.86,13.7,4,3.7,0
23,13,510,0,1,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3
42,108,510,0,1,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4
23,74,510,0,1,33,193.7,91,32.93,246.1,96,20.92,138.0,92,6.21,14.6,3,3.94,2
16,149,510,0,0,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3
28,149,408,0,0,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2
1,117,510,0,0,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2
3,157,415,0,0,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4
21,35,408,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2
43,123,408,0,0,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2
34,32,415,0,0,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2
16,138,510,0,1,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1
39,120,415,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2
49,73,415,0,0,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0
11,135,415,0,0,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1
34,46,415,0,0,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1
49,141,415,1,1,37,258.6,84,43.96,222.0,111,18.87,326.4,97,14.69,11.2,5,3.02,0
23,79,408,0,1,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2
11,131,415,0,1,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1
12,1,408,0,1,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1
13,83,415,1,1,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2
9,106,408,0,1,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4
13,104,415,1,0,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0
25,150,510,0,0,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3
44,91,415,0,1,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1
17,60,408,0,0,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1
44,117,510,0,1,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2
47,132,415,0,0,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3
9,85,408,1,0,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3
0,120,415,0,0,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1
14,79,408,1,0,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2
14,48,408,0,0,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1
22,101,510,0,0,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1
10,98,408,0,0,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3
20,42,408,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0
34,59,408,0,0,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2
23,38,510,0,0,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5
28,190,415,0,0,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1
13,31,415,0,0,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0
44,87,415,0,0,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1
4,151,415,1,0,0,218.0,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0
26,27,510,0,0,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0
32,122,408,0,1,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2
49,43,408,0,0,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0
21,123,408,0,0,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0
46,119,510,0,0,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2
29,44,415,0,0,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1
20,140,415,1,1,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4
37,166,510,0,0,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3
6,107,408,0,0,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1
42,98,415,0,0,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2
33,141,415,0,0,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0
3,122,510,0,1,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2
17,110,510,0,0,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2
33,81,415,0,0,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1
43,133,408,0,0,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4
21,116,510,0,0,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2
40,79,415,0,0,0,134.7,98,22.9,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,2
20,70,408,0,0,0,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,1
19,166,415,0,0,0,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48,2
47,75,510,0,1,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1
16,101,510,0,1,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1
8,87,415,0,0,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3
23,132,510,0,0,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1
34,40,408,0,0,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0
43,82,408,0,0,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4
18,9,415,0,1,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1
17,74,510,1,0,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1
21,205,510,0,1,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2
38,77,510,0,1,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1
8,138,510,1,0,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4
23,122,415,0,0,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2
32,80,510,0,0,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0
24,116,408,0,0,0,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1
5,128,510,0,0,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4
5,89,415,0,0,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1
13,88,415,0,0,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0
39,116,510,0,0,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3
6,141,408,0,0,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3
21,97,510,0,0,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4
11,64,415,0,0,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2
2,113,415,1,0,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5
31,88,510,0,0,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3
42,47,415,0,1,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2
49,87,415,0,0,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0
31,108,415,0,1,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0
23,134,415,0,0,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0
2,54,415,0,1,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3
32,25,415,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3
0,136,415,1,1,33,203.9,106,34.66,187.6,99,15.95,101.7,107,4.58,10.5,6,2.84,3
34,122,415,0,0,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0
45,158,415,0,0,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2
7,82,510,0,0,0,143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3.0,1
44,100,408,0,0,0,185.0,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1
31,153,415,0,0,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1
38,61,408,0,1,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2
27,125,408,0,0,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2
37,95,415,0,0,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2
16,167,415,0,0,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4
45,118,415,0,0,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2
9,93,415,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0
46,193,408,0,1,17,124.0,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1
10,107,510,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2
49,95,415,0,0,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1
22,128,415,0,0,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0
5,86,408,0,0,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1
15,99,415,1,0,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4
6,134,408,0,0,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2
6,120,408,1,0,0,202.0,123,34.34,184.3,78,15.67,176.0,89,7.92,7.4,2,2.0,2
26,103,510,0,1,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4
30,95,408,1,0,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4
11,117,408,0,0,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3
21,80,408,0,1,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4
40,121,415,0,0,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0
33,27,510,0,0,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3
4,137,415,0,1,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2
22,76,510,0,0,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1
47,83,408,0,0,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2
24,98,415,0,0,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4
7,81,510,1,0,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0
37,138,415,1,1,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3
0,132,415,0,1,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2
27,76,510,0,0,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1
1,146,415,0,1,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3
11,101,415,0,0,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4
13,92,415,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1
15,48,510,0,0,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2
15,117,415,0,0,0,118.4,126,20.13,249.3,97,21.19,227.0,56,10.22,13.6,3,3.67,5
31,129,415,0,0,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1
1,141,510,0,1,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1
10,131,408,0,0,0,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1
6,144,510,1,1,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0
34,68,415,0,1,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0
45,75,415,0,0,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3
39,190,415,0,1,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1
37,165,415,0,1,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0
16,130,510,0,0,0,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1
34,64,408,0,0,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1
5,107,415,0,0,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3
8,73,415,0,0,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2
46,103,510,0,0,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1
47,84,415,0,0,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2
47,166,408,0,0,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0
3,67,415,0,0,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1
15,64,408,0,0,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3
7,115,408,0,0,0,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2
27,155,408,0,0,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2
23,50,415,0,0,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1
40,73,415,0,0,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0
42,98,415,0,1,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0
1,89,510,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5
35,68,510,0,0,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2
38,129,510,0,1,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1
43,84,408,0,0,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0
44,162,408,0,0,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1
2,109,415,0,1,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6
31,93,510,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1
11,87,408,0,1,28,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0.0,0,0.0,1
13,114,408,0,1,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3
21,79,415,0,0,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2
35,123,408,0,1,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1
36,149,510,0,1,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1
8,75,510,0,1,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1
3,124,415,0,0,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14.0,2,3.78,0
20,102,415,0,0,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1
0,36,408,0,1,30,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0
49,63,510,0,0,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0
16,166,415,1,1,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1
19,79,415,0,0,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3
9,153,415,0,0,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0
10,93,408,0,1,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4
14,179,408,0,0,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1
29,159,415,0,0,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1
9,22,415,0,0,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2
32,90,415,0,0,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1
48,147,415,1,0,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0
18,43,415,0,0,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,3,1.59,1
25,86,510,0,1,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2
29,85,415,0,0,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0
44,68,415,0,0,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1
30,130,408,0,0,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0
24,74,415,0,0,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1
47,166,408,1,1,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2
3,63,415,0,0,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1
3,117,408,0,0,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0
48,100,510,0,1,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0
34,111,415,0,0,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0
39,89,415,0,1,24,97.8,98,16.63,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0
31,128,415,0,0,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1
35,165,510,0,0,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0
38,65,415,0,1,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0
43,90,415,0,0,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2
19,90,408,0,0,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2
28,84,510,0,0,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2
39,74,415,0,0,0,187.7,127,31.91,163.4,148,13.89,196.0,94,8.82,9.1,5,2.46,0
43,121,415,0,1,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5
8,71,415,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3
16,117,510,0,1,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0
42,146,408,1,0,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2
47,136,408,0,0,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5.0,10,1.35,1
